ภาค,จังหวัด,ประเภทคดีอาชญากรรม,ประเภทความผิด,2550,2551,2552,2553,2554,2555,2556,2557,2558,2559
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,จับกุม,พยายามฆ่า,28,46,37,22,19,17,24,27,19,22
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,จับกุม,ทำร้ายร่างกาย,154,143,152,128,74,70,69,54,101,64
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,จับกุม,ข่มขืนกระทำชำเรา,19,24,21,20,12,21,25,20,15,14
ภาคตะวันออกเฉียงเหนือ,สกลนคร,รับแจ้ง,รวม,343,315,335,265,247,212,160,182,200,143
ภาคตะวันออกเฉียงเหนือ,สกลนคร,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,18,26,18,22,25,18,13,14,15,12
ภาคตะวันออกเฉียงเหนือ,สกลนคร,รับแจ้ง,ฆ่าผู้อื่นโดยไม่เจตนา,3,3,4,4,5,6,5,8,7,10
ภาคตะวันออกเฉียงเหนือ,สกลนคร,รับแจ้ง,ทำให้ตายโดยประมาท,1,2,3,0,5,1,2,2,5,2
ภาคตะวันออกเฉียงเหนือ,สกลนคร,รับแจ้ง,พยายามฆ่า,41,48,48,48,42,38,25,37,37,13
ภาคตะวันออกเฉียงเหนือ,สกลนคร,รับแจ้ง,ทำร้ายร่างกาย,231,195,209,127,135,113,84,93,102,74
ภาคตะวันออกเฉียงเหนือ,สกลนคร,รับแจ้ง,ข่มขืนกระทำชำเรา,49,41,53,64,35,36,31,28,34,32
ภาคตะวันออกเฉียงเหนือ,สกลนคร,จับกุม,รวม,244,196,233,190,121,115,105,103,167,134
ภาคตะวันออกเฉียงเหนือ,สกลนคร,จับกุม,ฆ่าผู้อื่นโดยเจตนา,18,18,17,18,13,14,11,10,14,12
ภาคตะวันออกเฉียงเหนือ,สกลนคร,จับกุม,ฆ่าผู้อื่นโดยไม่เจตนา,3,3,3,4,4,5,2,4,7,10
ภาคตะวันออกเฉียงเหนือ,สกลนคร,จับกุม,ทำให้ตายโดยประมาท,1,2,2,0,3,1,1,2,3,1
ภาคตะวันออกเฉียงเหนือ,สกลนคร,จับกุม,พยายามฆ่า,34,27,31,39,25,25,14,21,29,11
ภาคตะวันออกเฉียงเหนือ,สกลนคร,จับกุม,ทำร้ายร่างกาย,152,119,149,91,66,54,62,51,84,71
ภาคตะวันออกเฉียงเหนือ,สกลนคร,จับกุม,ข่มขืนกระทำชำเรา,36,27,31,38,10,16,15,15,30,29
ภาคตะวันออกเฉียงเหนือ,นครพนม,รับแจ้ง,รวม,245,165,161,127,109,118,115,124,137,118
ภาคตะวันออกเฉียงเหนือ,นครพนม,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,20,16,16,13,11,12,12,13,7,13
ภาคตะวันออกเฉียงเหนือ,นครพนม,รับแจ้ง,ฆ่าผู้อื่นโดยไม่เจตนา,1,3,6,1,2,5,7,3,3,4
ภาคตะวันออกเฉียงเหนือ,นครพนม,รับแจ้ง,ทำให้ตายโดยประมาท,1,1,1,1,1,0,2,0,0,4
ภาคตะวันออกเฉียงเหนือ,นครพนม,รับแจ้ง,พยายามฆ่า,33,20,18,10,20,15,22,26,18,13
ภาคตะวันออกเฉียงเหนือ,นครพนม,รับแจ้ง,ทำร้ายร่างกาย,157,95,87,84,52,69,53,65,88,73
ภาคตะวันออกเฉียงเหนือ,นครพนม,รับแจ้ง,ข่มขืนกระทำชำเรา,33,30,33,18,23,17,19,17,21,11
ภาคตะวันออกเฉียงเหนือ,นครพนม,จับกุม,รวม,175,123,130,118,95,78,86,74,114,104
ภาคตะวันออกเฉียงเหนือ,นครพนม,จับกุม,ฆ่าผู้อื่นโดยเจตนา,13,8,12,12,9,7,9,10,6,13
ภาคตะวันออกเฉียงเหนือ,นครพนม,จับกุม,ฆ่าผู้อื่นโดยไม่เจตนา,1,3,5,1,2,3,5,3,3,4
ภาคตะวันออกเฉียงเหนือ,นครพนม,จับกุม,ทำให้ตายโดยประมาท,1,1,1,1,1,0,1,0,0,3
ภาคตะวันออกเฉียงเหนือ,นครพนม,จับกุม,พยายามฆ่า,23,15,15,8,19,8,20,20,15,11
ภาคตะวันออกเฉียงเหนือ,นครพนม,จับกุม,ทำร้ายร่างกาย,114,76,75,81,50,50,37,31,72,67
ภาคตะวันออกเฉียงเหนือ,นครพนม,จับกุม,ข่มขืนกระทำชำเรา,23,20,22,15,14,10,14,10,18,6
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,รับแจ้ง,รวม,166,144,147,121,108,86,95,70,105,95
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,16,10,14,7,14,8,8,11,10,9
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,รับแจ้ง,ฆ่าผู้อื่นโดยไม่เจตนา,2,1,0,2,2,2,0,0,0,1
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,รับแจ้ง,ทำให้ตายโดยประมาท,1,1,2,3,0,1,2,0,0,3
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,รับแจ้ง,พยายามฆ่า,26,32,21,21,16,14,21,14,24,20
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,รับแจ้ง,ทำร้ายร่างกาย,100,75,85,64,50,43,44,36,56,50
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,รับแจ้ง,ข่มขืนกระทำชำเรา,21,25,25,24,26,18,20,9,15,12
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,จับกุม,รวม,104,81,79,89,55,45,57,41,90,56
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,จับกุม,ฆ่าผู้อื่นโดยเจตนา,12,6,11,7,10,8,7,8,10,7
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,จับกุม,ฆ่าผู้อื่นโดยไม่เจตนา,2,1,0,2,1,2,0,0,0,1
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,จับกุม,ทำให้ตายโดยประมาท,1,1,2,3,0,1,2,0,0,1
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,จับกุม,พยายามฆ่า,15,18,10,17,9,6,19,12,21,11
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,จับกุม,ทำร้ายร่างกาย,61,41,41,41,24,20,20,18,49,31
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,จับกุม,ข่มขืนกระทำชำเรา,13,14,15,19,11,8,9,3,10,5
ภาคใต้,นครศรีธรรมราช,รับแจ้ง,รวม,"1,092","1,111","1,044",950,863,848,713,583,681,526
ภาคใต้,นครศรีธรรมราช,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,196,185,197,187,175,166,128,116,113,84
ภาคใต้,นครศรีธรรมราช,รับแจ้ง,ฆ่าผู้อื่นโดยไม่เจตนา,5,6,4,5,11,23,22,20,13,17
ภาคใต้,นครศรีธรรมราช,รับแจ้ง,ทำให้ตายโดยประมาท,5,7,3,4,7,7,7,10,9,11
ภาคใต้,นครศรีธรรมราช,,พยายามฆ่า,320,278,276,256,222,247,216,195,211,147
ภาคใต้,นครศรีธรรมราช,,ทำร้ายร่างกาย,452,525,450,414,353,338,289,193,284,239
ภาคใต้,นครศรีธรรมราช,,ข่มขืนกระทำชำเรา,114,110,114,84,95,67,51,49,51,28
ภาคใต้,นครศรีธรรมราช,จับกุม,รวม,500,457,518,433,573,608,584,465,507,477
ภาคใต้,นครศรีธรรมราช,จับกุม,ฆ่าผู้อื่นโดยเจตนา,80,64,90,72,108,99,96,90,68,68
ภาคใต้,นครศรีธรรมราช,จับกุม,ฆ่าผู้อื่นโดยไม่เจตนา,2,4,3,5,7,14,19,16,7,16
ภาคใต้,นครศรีธรรมราช,จับกุม,ทำให้ตายโดยประมาท,2,4,2,3,5,7,6,7,8,11
ภาคใต้,นครศรีธรรมราช,จับกุม,พยายามฆ่า,133,120,130,113,120,165,174,142,153,126
ภาคใต้,นครศรีธรรมราช,จับกุม,ทำร้ายร่างกาย,241,224,238,199,282,279,251,172,233,231
ภาคใต้,นครศรีธรรมราช,จับกุม,ข่มขืนกระทำชำเรา,42,41,55,41,51,44,38,38,38,25
ภาคใต้,กระบี่,รับแจ้ง,รวม,312,338,334,286,279,295,230,242,247,219
ภาคใต้,กระบี่,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,70,101,74,72,64,53,50,37,42,37
ภาคใต้,กระบี่,รับแจ้ง,ฆ่าผู้อื่นโดยไม่เจตนา,1,3,1,0,1,6,12,8,6,5
ภาคใต้,กระบี่,รับแจ้ง,ทำให้ตายโดยประมาท,4,2,3,2,1,3,3,6,2,8
ภาคใต้,กระบี่,รับแจ้ง,พยายามฆ่า,81,97,94,82,77,91,65,69,73,47
ภาคใต้,กระบี่,รับแจ้ง,ทำร้ายร่างกาย,115,102,131,101,94,101,72,90,102,106
ภาคใต้,กระบี่,รับแจ้ง,ข่มขืนกระทำชำเรา,41,33,31,29,42,41,28,32,22,16
ภาคใต้,กระบี่,จับกุม,รวม,151,150,144,119,135,135,144,160,179,156
ภาคใต้,กระบี่,จับกุม,ฆ่าผู้อื่นโดยเจตนา,33,39,29,23,24,23,28,22,30,25
ภาคใต้,กระบี่,จับกุม,ฆ่าผู้อื่นโดยไม่เจตนา,1,3,1,0,1,4,5,5,5,2
ภาคใต้,กระบี่,จับกุม,ทำให้ตายโดยประมาท,2,1,2,2,0,0,2,4,2,5
ภาคใต้,กระบี่,จับกุม,พยายามฆ่า,32,37,38,30,37,34,43,48,45,28
ภาคใต้,กระบี่,จับกุม,ทำร้ายร่างกาย,68,55,59,52,54,58,50,61,81,84
ภาคใต้,กระบี่,จับกุม,ข่มขืนกระทำชำเรา,15,15,15,12,19,16,16,20,16,12
ภาคใต้,พังงา,รับแจ้ง,รวม,190,180,174,147,124,127,159,142,150,130
ภาคใต้,พังงา,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,36,20,37,28,26,17,19,10,13,15
ภาคใต้,พังงา,รับแจ้ง,ฆ่าผู้อื่นโดยไม่เจตนา,1,0,0,2,6,1,3,14,3,3
ภาคใต้,พังงา,รับแจ้ง,ทำให้ตายโดยประมาท,2,3,3,1,0,2,2,0,4,1
ภาคใต้,พังงา,รับแจ้ง,พยายามฆ่า,45,49,37,36,22,29,31,26,28,21
ภาคใต้,พังงา,รับแจ้ง,ทำร้ายร่างกาย,87,98,78,66,54,64,91,77,95,80
ภาคใต้,พังงา,รับแจ้ง,ข่มขืนกระทำชำเรา,19,10,19,14,16,14,13,15,7,10
ภาคใต้,พังงา,จับกุม,รวม,100,109,101,103,63,72,91,74,85,82
ภาคใต้,พังงา,จับกุม,ฆ่าผู้อื่นโดยเจตนา,15,9,21,14,15,10,12,6,7,14
ภาคใต้,พังงา,จับกุม,ฆ่าผู้อื่นโดยไม่เจตนา,1,0,0,2,5,1,1,10,3,1
ภาคใต้,พังงา,จับกุม,ทำให้ตายโดยประมาท,1,3,2,1,0,2,1,0,4,0
ภาคใต้,พังงา,จับกุม,พยายามฆ่า,21,22,24,24,11,13,20,12,17,13
ภาคใต้,พังงา,จับกุม,ทำร้ายร่างกาย,58,70,46,53,29,38,50,40,51,46
ภาคใต้,พังงา,จับกุม,ข่มขืนกระทำชำเรา,4,5,8,9,3,8,7,6,3,8
ภาคใต้,ภูเก็ต,รับแจ้ง,รวม,349,344,310,257,227,225,270,278,229,227
ภาคใต้,ภูเก็ต,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,42,47,45,40,16,21,28,20,16,21
ภาคใต้,ภูเก็ต,รับแจ้ง,ฆ่าผู้อื่นโดยไม่เจตนา,13,4,4,3,4,7,7,8,11,9
ภาคใต้,ภูเก็ต,รับแจ้ง,ทำให้ตายโดยประมาท,1,5,4,4,3,4,1,4,0,3
ภาคใต้,ภูเก็ต,รับแจ้ง,พยายามฆ่า,65,67,61,37,44,33,37,48,37,35
ภาคใต้,ภูเก็ต,รับแจ้ง,ทำร้ายร่างกาย,199,195,177,150,137,140,180,172,154,149
ภาคใต้,ภูเก็ต,รับแจ้ง,ข่มขืนกระทำชำเรา,29,26,19,23,23,20,17,26,11,10
ภาคใต้,ภูเก็ต,จับกุม,รวม,216,201,202,161,150,153,175,185,184,168
ภาคใต้,ภูเก็ต,จับกุม,ฆ่าผู้อื่นโดยเจตนา,21,19,31,18,11,17,17,16,16,14
ภาคใต้,ภูเก็ต,จับกุม,ฆ่าผู้อื่นโดยไม่เจตนา,5,3,1,2,3,4,6,6,7,9
ภาคใต้,ภูเก็ต,จับกุม,ทำให้ตายโดยประมาท,1,2,2,4,2,1,0,2,0,0
ภาคใต้,ภูเก็ต,จับกุม,พยายามฆ่า,37,32,28,19,26,19,21,25,31,24
ภาคใต้,ภูเก็ต,จับกุม,ทำร้ายร่างกาย,131,127,128,105,96,100,117,120,120,115
ภาคใต้,ภูเก็ต,จับกุม,ข่มขืนกระทำชำเรา,21,18,12,13,12,12,14,16,10,6
ภาคใต้,สุราษฎร์ธานี,รับแจ้ง,รวม,"1,173","1,105","1,005",828,785,737,745,671,653,492
ภาคใต้,สุราษฎร์ธานี,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,214,228,220,177,177,169,147,134,121,96
ภาคใต้,สุราษฎร์ธานี,รับแจ้ง,ฆ่าผู้อื่นโดยไม่เจตนา,2,6,4,2,10,15,20,19,14,8
ภาคใต้,สุราษฎร์ธานี,รับแจ้ง,ทำให้ตายโดยประมาท,6,8,10,3,3,10,9,10,7,11
ภาคใต้,สุราษฎร์ธานี,รับแจ้ง,พยายามฆ่า,340,313,281,249,207,224,214,195,233,136
ภาคใต้,สุราษฎร์ธานี,รับแจ้ง,ทำร้ายร่างกาย,505,457,397,323,317,275,305,266,234,195
ภาคใต้,สุราษฎร์ธานี,รับแจ้ง,ข่มขืนกระทำชำเรา,106,93,93,74,71,44,50,47,44,46
ภาคใต้,สุราษฎร์ธานี,จับกุม,รวม,513,646,599,463,471,430,461,385,529,403
ภาคใต้,สุราษฎร์ธานี,จับกุม,ฆ่าผู้อื่นโดยเจตนา,79,123,122,75,87,90,83,75,93,62
ภาคใต้,สุราษฎร์ธานี,จับกุม,ฆ่าผู้อื่นโดยไม่เจตนา,1,4,4,1,5,14,9,12,14,8
ภาคใต้,สุราษฎร์ธานี,จับกุม,ทำให้ตายโดยประมาท,3,4,8,3,3,9,2,8,3,9
ภาคใต้,สุราษฎร์ธานี,จับกุม,พยายามฆ่า,137,176,138,121,113,114,133,98,181,115
ภาคใต้,สุราษฎร์ธานี,จับกุม,ทำร้ายร่างกาย,245,298,266,223,230,179,200,165,206,172
ภาคใต้,สุราษฎร์ธานี,จับกุม,ข่มขืนกระทำชำเรา,48,41,61,40,33,24,34,27,32,37
ภาคใต้,ระนอง,รับแจ้ง,รวม,144,120,115,109,108,103,71,83,81,92
ภาคใต้,ระนอง,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,18,25,18,19,10,18,14,11,11,8
ภาคใต้,ระนอง,รับแจ้ง,ฆ่าผู้อื่นโดยไม่เจตนา,0,1,2,4,8,2,2,7,5,0
ภาคใต้,ระนอง,รับแจ้ง,ทำให้ตายโดยประมาท,0,1,1,2,0,0,0,1,1,1
ภาคใต้,ระนอง,รับแจ้ง,พยายามฆ่า,42,27,30,28,27,26,18,21,13,11
ภาคใต้,ระนอง,รับแจ้ง,ทำร้ายร่างกาย,74,54,49,44,49,45,28,42,45,60
ภาคใต้,ระนอง,รับแจ้ง,ข่มขืนกระทำชำเรา,10,12,15,12,14,12,9,1,6,12
ภาคใต้,ระนอง,จับกุม,รวม,72,62,92,75,68,79,54,67,73,81
ภาคใต้,ระนอง,จับกุม,ฆ่าผู้อื่นโดยเจตนา,10,8,14,11,6,13,7,7,9,7
ภาคใต้,ระนอง,จับกุม,ฆ่าผู้อื่นโดยไม่เจตนา,0,0,2,2,5,1,2,5,5,0
ภาคใต้,ระนอง,จับกุม,ทำให้ตายโดยประมาท,0,1,1,2,0,0,0,1,1,1
ภาคใต้,ระนอง,จับกุม,พยายามฆ่า,20,15,24,16,17,18,13,15,11,9
ภาคใต้,ระนอง,จับกุม,ทำร้ายร่างกาย,40,32,41,35,34,38,23,38,42,54
ภาคใต้,ระนอง,จับกุม,ข่มขืนกระทำชำเรา,2,6,10,9,6,9,9,1,5,10
ภาคใต้,ชุมพร,รับแจ้ง,รวม,432,340,363,366,296,336,310,267,309,229
ภาคใต้,ชุมพร,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,70,63,55,61,42,65,58,43,35,33
ภาคใต้,ชุมพร,รับแจ้ง,ฆ่าผู้อื่นโดยไม่เจตนา,3,1,1,6,13,19,10,9,9,9
ภาคใต้,ชุมพร,รับแจ้ง,ทำให้ตายโดยประมาท,0,2,2,1,6,5,4,3,0,0
ภาคใต้,ชุมพร,รับแจ้ง,พยายามฆ่า,113,92,104,102,76,87,86,62,86,43
ภาคใต้,ชุมพร,รับแจ้ง,ทำร้ายร่างกาย,190,154,167,165,131,150,136,140,164,126
ภาคใต้,ชุมพร,รับแจ้ง,ข่มขืนกระทำชำเรา,56,28,34,31,28,10,16,10,15,18
ภาคใต้,ชุมพร,จับกุม,รวม,240,202,192,173,179,200,204,173,263,183
ภาคใต้,ชุมพร,จับกุม,ฆ่าผู้อื่นโดยเจตนา,36,30,26,29,16,29,35,26,27,20
ภาคใต้,ชุมพร,จับกุม,ฆ่าผู้อื่นโดยไม่เจตนา,2,0,1,4,12,13,8,7,9,5
ภาคใต้,ชุมพร,จับกุม,ทำให้ตายโดยประมาท,0,2,2,0,4,3,4,2,0,0
ภาคใต้,ชุมพร,จับกุม,พยายามฆ่า,48,52,42,54,47,42,52,40,65,35
ภาคใต้,ชุมพร,จับกุม,ทำร้ายร่างกาย,129,104,104,77,85,106,96,92,150,109
ภาคใต้,ชุมพร,จับกุม,ข่มขืนกระทำชำเรา,25,14,17,9,15,7,9,6,12,14
ภาคใต้,สงขลา,รับแจ้ง,รวม,"1,018",957,847,834,727,658,615,657,564,605
ภาคใต้,สงขลา,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,277,203,207,211,174,148,137,158,121,125
ภาคใต้,สงขลา,รับแจ้ง,ฆ่าผู้อื่นโดยไม่เจตนา,6,1,4,28,12,11,15,8,17,18
ภาคใต้,สงขลา,รับแจ้ง,ทำให้ตายโดยประมาท,5,13,6,3,5,6,10,6,4,5
ภาคใต้,สงขลา,รับแจ้ง,พยายามฆ่า,267,237,210,184,205,193,190,198,140,113
ภาคใต้,สงขลา,รับแจ้ง,ทำร้ายร่างกาย,322,358,290,304,256,226,208,230,218,294
ภาคใต้,สงขลา,รับแจ้ง,ข่มขืนกระทำชำเรา,141,145,130,104,75,74,55,57,64,50
ภาคใต้,สงขลา,จับกุม,รวม,329,324,348,318,299,276,371,459,330,432
ภาคใต้,สงขลา,จับกุม,ฆ่าผู้อื่นโดยเจตนา,55,48,64,59,67,56,73,104,64,69
ภาคใต้,สงขลา,จับกุม,ฆ่าผู้อื่นโดยไม่เจตนา,3,0,2,9,4,7,10,5,6,14
ภาคใต้,สงขลา,จับกุม,ทำให้ตายโดยประมาท,3,7,6,0,5,3,6,3,1,5
ภาคใต้,สงขลา,จับกุม,พยายามฆ่า,72,78,80,67,70,67,113,131,88,78
ภาคใต้,สงขลา,จับกุม,ทำร้ายร่างกาย,146,148,137,141,126,118,131,178,138,233
ภาคใต้,สงขลา,จับกุม,ข่มขืนกระทำชำเรา,50,43,59,42,27,25,38,38,33,33
ภาคใต้,สตูล,รับแจ้ง,รวม,183,172,152,176,172,146,108,120,114,86
ภาคใต้,สตูล,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,46,28,31,48,36,34,27,23,19,14
ภาคใต้,สตูล,รับแจ้ง,ฆ่าผู้อื่นโดยไม่เจตนา,0,0,1,1,2,4,0,0,3,2
ภาคใต้,สตูล,รับแจ้ง,ทำให้ตายโดยประมาท,0,0,0,0,1,3,0,0,0,1
ภาคใต้,สตูล,รับแจ้ง,พยายามฆ่า,58,57,60,59,66,46,23,30,34,22
ภาคใต้,สตูล,รับแจ้ง,ทำร้ายร่างกาย,60,61,48,48,51,45,45,51,46,43
ภาคใต้,สตูล,รับแจ้ง,ข่มขืนกระทำชำเรา,19,26,12,20,16,14,13,16,12,4
ภาคใต้,สตูล,จับกุม,รวม,69,88,89,104,88,79,74,61,61,58
ภาคใต้,สตูล,จับกุม,ฆ่าผู้อื่นโดยเจตนา,20,9,16,22,9,22,15,13,10,13
ภาคใต้,สตูล,จับกุม,ฆ่าผู้อื่นโดยไม่เจตนา,0,0,1,0,1,3,0,0,2,2
ภาคใต้,สตูล,จับกุม,ทำให้ตายโดยประมาท,0,0,0,0,1,2,0,0,0,0
ภาคใต้,สตูล,จับกุม,พยายามฆ่า,18,29,27,36,34,19,18,14,19,15
ภาคใต้,สตูล,จับกุม,ทำร้ายร่างกาย,25,35,37,34,34,26,31,29,26,25
ภาคใต้,สตูล,จับกุม,ข่มขืนกระทำชำเรา,6,15,8,12,9,7,10,5,4,3
ภาคใต้,ตรัง,รับแจ้ง,รวม,450,398,356,342,299,311,284,340,352,255
ภาคใต้,ตรัง,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,90,127,105,101,106,96,83,105,62,48
ภาคใต้,ตรัง,รับแจ้ง,ฆ่าผู้อื่นโดยไม่เจตนา,2,1,2,1,4,1,7,1,12,1
ภาคใต้,ตรัง,รับแจ้ง,ทำให้ตายโดยประมาท,3,1,3,2,0,4,4,5,5,2
ภาคใต้,ตรัง,รับแจ้ง,พยายามฆ่า,160,127,109,91,92,98,96,120,168,92
ภาคใต้,ตรัง,รับแจ้ง,ทำร้ายร่างกาย,142,103,91,99,63,83,57,78,85,89
ภาคใต้,ตรัง,รับแจ้ง,ข่มขืนกระทำชำเรา,53,39,46,48,34,29,37,31,20,23
ภาคใต้,ตรัง,จับกุม,รวม,181,160,127,160,162,182,200,216,253,191
ภาคใต้,ตรัง,จับกุม,ฆ่าผู้อื่นโดยเจตนา,34,50,26,40,58,57,58,61,45,33
ภาคใต้,ตรัง,จับกุม,ฆ่าผู้อื่นโดยไม่เจตนา,2,1,0,1,2,0,5,0,11,1
ภาคใต้,ตรัง,จับกุม,ทำให้ตายโดยประมาท,1,0,2,2,0,2,4,4,4,2
ภาคใต้,ตรัง,จับกุม,พยายามฆ่า,60,52,38,36,40,49,62,70,104,66
ภาคใต้,ตรัง,จับกุม,ทำร้ายร่างกาย,65,41,41,57,45,58,45,58,75,73
ภาคใต้,ตรัง,จับกุม,ข่มขืนกระทำชำเรา,19,16,20,24,17,16,26,23,14,16
ภาคใต้,พัทลุง,รับแจ้ง,รวม,358,318,307,239,239,233,264,254,305,212
ภาคใต้,พัทลุง,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,108,94,93,81,74,77,79,77,69,61
ภาคใต้,พัทลุง,รับแจ้ง,ฆ่าผู้อื่นโดยไม่เจตนา,0,1,1,2,3,1,4,2,1,1
ภาคใต้,พัทลุง,รับแจ้ง,ทำให้ตายโดยประมาท,2,1,1,2,0,1,3,2,2,1
ภาคใต้,พัทลุง,รับแจ้ง,พยายามฆ่า,115,97,91,60,75,84,92,85,111,51
ภาคใต้,พัทลุง,รับแจ้ง,ทำร้ายร่างกาย,98,81,84,68,62,44,72,69,100,86
ภาคใต้,พัทลุง,รับแจ้ง,ข่มขืนกระทำชำเรา,35,44,37,26,25,26,14,19,22,12
ภาคใต้,พัทลุง,จับกุม,รวม,135,114,150,113,125,129,164,129,167,121
ภาคใต้,พัทลุง,จับกุม,ฆ่าผู้อื่นโดยเจตนา,40,33,37,32,31,47,37,32,26,35
ภาคใต้,พัทลุง,จับกุม,ฆ่าผู้อื่นโดยไม่เจตนา,0,1,0,0,2,0,2,2,1,1
ภาคใต้,พัทลุง,จับกุม,ทำให้ตายโดยประมาท,1,0,1,1,0,1,2,2,2,1
ภาคใต้,พัทลุง,จับกุม,พยายามฆ่า,41,28,41,20,36,34,54,43,57,22
ภาคใต้,พัทลุง,จับกุม,ทำร้ายร่างกาย,41,31,53,45,41,30,57,39,64,56
ภาคใต้,พัทลุง,จับกุม,ข่มขืนกระทำชำเรา,12,21,18,15,15,17,12,11,17,6
ภาคใต้,ปัตตานี,รับแจ้ง,รวม,515,404,515,465,397,378,392,362,283,271
ภาคใต้,ปัตตานี,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,251,203,269,228,198,179,193,163,108,109
ภาคใต้,ปัตตานี,รับแจ้ง,ฆ่าผู้อื่นโดยไม่เจตนา,0,0,1,0,3,6,6,3,5,0
ภาคใต้,ปัตตานี,รับแจ้ง,ทำให้ตายโดยประมาท,1,1,3,0,3,2,1,0,1,0
ภาคใต้,ปัตตานี,รับแจ้ง,พยายามฆ่า,224,181,195,170,161,126,143,125,95,103
ภาคใต้,ปัตตานี,รับแจ้ง,ทำร้ายร่างกาย,33,15,34,45,25,53,42,53,59,47
ภาคใต้,ปัตตานี,รับแจ้ง,ข่มขืนกระทำชำเรา,6,4,13,22,7,12,7,18,15,12
ภาคใต้,ปัตตานี,จับกุม,รวม,58,30,59,46,40,36,66,62,104,67
ภาคใต้,ปัตตานี,จับกุม,ฆ่าผู้อื่นโดยเจตนา,25,13,14,10,14,6,29,21,33,17
ภาคใต้,ปัตตานี,จับกุม,ฆ่าผู้อื่นโดยไม่เจตนา,0,0,1,0,0,0,0,2,3,0
ภาคใต้,ปัตตานี,จับกุม,ทำให้ตายโดยประมาท,1,1,1,0,1,1,1,0,1,0
ภาคใต้,ปัตตานี,จับกุม,พยายามฆ่า,16,8,14,14,15,12,13,17,21,27
ภาคใต้,ปัตตานี,จับกุม,ทำร้ายร่างกาย,12,7,23,12,9,15,20,18,36,17
ภาคใต้,ปัตตานี,จับกุม,ข่มขืนกระทำชำเรา,4,1,6,10,1,2,3,4,10,6
ภาคใต้,ยะลา,รับแจ้ง,รวม,474,232,216,368,317,241,301,332,283,244
ภาคใต้,ยะลา,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,171,57,54,116,119,86,95,91,67,69
ภาคใต้,ยะลา,รับแจ้ง,ฆ่าผู้อื่นโดยไม่เจตนา,1,1,1,0,3,2,3,2,1,2
ภาคใต้,ยะลา,รับแจ้ง,ทำให้ตายโดยประมาท,1,3,0,2,1,1,2,3,1,4
ภาคใต้,ยะลา,รับแจ้ง,พยายามฆ่า,206,81,83,150,111,87,103,93,70,60
ภาคใต้,ยะลา,รับแจ้ง,ทำร้ายร่างกาย,81,69,62,84,69,56,83,136,131,92
ภาคใต้,ยะลา,รับแจ้ง,ข่มขืนกระทำชำเรา,14,21,16,16,14,9,15,7,13,17
ภาคใต้,ยะลา,จับกุม,รวม,83,70,61,91,69,46,62,54,58,83
ภาคใต้,ยะลา,จับกุม,ฆ่าผู้อื่นโดยเจตนา,19,16,13,17,13,10,14,13,12,12
ภาคใต้,ยะลา,จับกุม,ฆ่าผู้อื่นโดยไม่เจตนา,1,1,1,0,2,0,0,0,0,2
ภาคใต้,ยะลา,จับกุม,ทำให้ตายโดยประมาท,0,2,0,1,1,0,2,0,1,1
ภาคใต้,ยะลา,จับกุม,พยายามฆ่า,22,22,16,25,18,16,12,12,14,16
ภาคใต้,ยะลา,จับกุม,ทำร้ายร่างกาย,39,24,28,40,31,20,28,27,26,43
ภาคใต้,ยะลา,จับกุม,ข่มขืนกระทำชำเรา,2,5,3,8,4,0,6,2,5,9
ภาคใต้,นราธิวาส,รับแจ้ง,รวม,676,404,437,499,463,417,443,314,306,295
ภาคใต้,นราธิวาส,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,314,152,165,171,197,185,179,110,108,110
