ภาค,จังหวัด,ประเภทคดีอาชญากรรม,ประเภทความผิด,2550,2551,2552,2553,2554,2555,2556,2557,2558,2559,
ภาคเหนือ,อุทัยธานี,จับกุม,วางเพลิง,1,1,0,1,2,0,0,1,1,0,
ภาคเหนือ,กำแพงเพชร,รับแจ้ง,รวม,49,60,45,46,34,33,38,28,29,24,
ภาคเหนือ,กำแพงเพชร,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,27,37,32,37,28,27,25,19,14,17,
ภาคเหนือ,กำแพงเพชร,รับแจ้ง,ปล้นทรัพย์,4,9,4,1,0,1,2,3,2,0,
ภาคเหนือ,กำแพงเพชร,รับแจ้ง,ชิงทรัพย์ (รวม),12,6,6,2,5,5,10,4,8,5,
ภาคเหนือ,กำแพงเพชร,รับแจ้ง,ลักพาเรียกค่าไถ่,0,0,0,0,0,0,0,0,0,0,
ภาคเหนือ,กำแพงเพชร,รับแจ้ง,วางเพลิง,6,8,3,6,1,0,1,2,5,2,
ภาคเหนือ,กำแพงเพชร,จับกุม,รวม,28,39,32,34,24,22,30,23,25,24,
ภาคเหนือ,กำแพงเพชร,จับกุม,ฆ่าผู้อื่นโดยเจตนา,13,19,19,25,19,18,18,17,12,17,
ภาคเหนือ,กำแพงเพชร,จับกุม,ปล้นทรัพย์,3,8,4,1,0,1,2,2,2,0,
ภาคเหนือ,กำแพงเพชร,จับกุม,ชิงทรัพย์ (รวม),7,6,6,2,4,3,9,3,6,5,
ภาคเหนือ,กำแพงเพชร,จับกุม,ลักพาเรียกค่าไถ่,0,0,0,0,0,0,0,0,0,0,
ภาคเหนือ,กำแพงเพชร,จับกุม,วางเพลิง,5,6,3,6,1,0,1,1,5,2,
ภาคเหนือ,ตาก,รับแจ้ง,รวม,49,53,38,40,34,36,34,35,30,32,
ภาคเหนือ,ตาก,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,35,42,34,34,24,28,27,30,28,28,
ภาคเหนือ,ตาก,รับแจ้ง,ปล้นทรัพย์,5,2,1,0,3,1,0,1,1,1,
ภาคเหนือ,ตาก,รับแจ้ง,ชิงทรัพย์ (รวม),8,7,3,5,5,5,4,3,1,3,
ภาคเหนือ,ตาก,รับแจ้ง,ลักพาเรียกค่าไถ่,0,1,0,0,0,0,0,1,0,0,
ภาคเหนือ,ตาก,รับแจ้ง,วางเพลิง,1,1,0,1,2,2,3,0,0,0,
ภาคเหนือ,ตาก,จับกุม,รวม,32,29,20,25,20,27,21,22,22,27,
ภาคเหนือ,ตาก,จับกุม,ฆ่าผู้อื่นโดยเจตนา,21,22,19,22,13,22,14,18,20,24,
ภาคเหนือ,ตาก,จับกุม,ปล้นทรัพย์,5,2,1,0,2,1,0,1,1,0,
ภาคเหนือ,ตาก,จับกุม,ชิงทรัพย์ (รวม),5,3,0,3,5,4,4,2,1,3,
ภาคเหนือ,ตาก,จับกุม,ลักพาเรียกค่าไถ่,0,1,0,0,0,0,0,1,0,0,
ภาคเหนือ,ตาก,จับกุม,วางเพลิง,1,1,0,0,0,0,3,0,0,0,
ภาคเหนือ,สุโขทัย,รับแจ้ง,รวม,38,33,35,30,33,23,27,18,22,26,
ภาคเหนือ,สุโขทัย,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,29,28,24,20,24,19,20,17,16,24,
ภาคเหนือ,สุโขทัย,รับแจ้ง,ปล้นทรัพย์,2,2,2,1,1,1,1,0,0,0,
ภาคเหนือ,สุโขทัย,รับแจ้ง,ชิงทรัพย์ (รวม),6,3,5,9,3,3,4,1,4,1,
ภาคเหนือ,สุโขทัย,รับแจ้ง,ลักพาเรียกค่าไถ่,0,0,0,0,0,0,0,0,0,0,
ภาคเหนือ,สุโขทัย,รับแจ้ง,วางเพลิง,1,0,4,0,5,0,2,0,2,1,
ภาคเหนือ,สุโขทัย,จับกุม,รวม,16,20,25,21,28,19,25,17,18,24,
ภาคเหนือ,สุโขทัย,จับกุม,ฆ่าผู้อื่นโดยเจตนา,12,17,17,12,20,15,18,16,13,22,
ภาคเหนือ,สุโขทัย,จับกุม,ปล้นทรัพย์,0,2,2,1,1,1,1,0,0,0,
ภาคเหนือ,สุโขทัย,จับกุม,ชิงทรัพย์ (รวม),3,1,2,8,3,3,4,1,3,1,
ภาคเหนือ,สุโขทัย,จับกุม,ลักพาเรียกค่าไถ่,0,0,0,0,0,0,0,0,0,0,
ภาคเหนือ,สุโขทัย,จับกุม,วางเพลิง,1,0,4,0,4,0,2,0,2,1,
ภาคเหนือ,พิษณุโลก,รับแจ้ง,รวม,107,64,58,54,64,42,58,27,34,28,
ภาคเหนือ,พิษณุโลก,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,54,39,36,37,48,33,30,16,25,17,
ภาคเหนือ,พิษณุโลก,รับแจ้ง,ปล้นทรัพย์,18,5,5,0,3,0,2,3,2,1,
ภาคเหนือ,พิษณุโลก,รับแจ้ง,ชิงทรัพย์ (รวม),27,19,15,13,9,6,20,8,6,10,
ภาคเหนือ,พิษณุโลก,รับแจ้ง,ลักพาเรียกค่าไถ่,0,0,0,0,0,0,0,0,0,0,
ภาคเหนือ,พิษณุโลก,รับแจ้ง,วางเพลิง,8,1,2,4,4,3,6,0,1,0,
ภาคเหนือ,พิษณุโลก,จับกุม,รวม,56,44,33,31,29,26,35,22,30,27,
ภาคเหนือ,พิษณุโลก,จับกุม,ฆ่าผู้อื่นโดยเจตนา,23,26,19,19,24,23,23,14,23,17,
ภาคเหนือ,พิษณุโลก,จับกุม,ปล้นทรัพย์,16,3,3,0,0,0,0,3,1,1,
ภาคเหนือ,พิษณุโลก,จับกุม,ชิงทรัพย์ (รวม),14,14,9,8,3,2,8,5,5,9,
ภาคเหนือ,พิษณุโลก,จับกุม,ลักพาเรียกค่าไถ่,0,0,0,0,0,0,0,0,0,0,
ภาคเหนือ,พิษณุโลก,จับกุม,วางเพลิง,3,1,2,4,2,1,4,0,1,0,
ภาคเหนือ,พิจิตร,รับแจ้ง,รวม,29,25,35,26,25,21,17,9,12,7,
ภาคเหนือ,พิจิตร,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,20,14,28,20,18,15,9,6,7,5,
ภาคเหนือ,พิจิตร,รับแจ้ง,ปล้นทรัพย์,2,0,3,2,1,0,0,0,0,0,
ภาคเหนือ,พิจิตร,รับแจ้ง,ชิงทรัพย์ (รวม),6,9,4,3,5,5,7,2,4,1,
ภาคเหนือ,พิจิตร,รับแจ้ง,ลักพาเรียกค่าไถ่,0,0,0,0,0,0,0,0,0,0,
ภาคเหนือ,พิจิตร,รับแจ้ง,วางเพลิง,1,2,0,1,1,1,1,1,1,1,
ภาคเหนือ,พิจิตร,จับกุม,รวม,17,17,27,21,15,15,11,4,10,6,
ภาคเหนือ,พิจิตร,จับกุม,ฆ่าผู้อื่นโดยเจตนา,12,9,21,15,11,10,6,3,6,5,
ภาคเหนือ,พิจิตร,จับกุม,ปล้นทรัพย์,2,0,3,2,1,0,0,0,0,0,
ภาคเหนือ,พิจิตร,จับกุม,ชิงทรัพย์ (รวม),3,8,3,3,2,4,4,1,3,0,
ภาคเหนือ,พิจิตร,จับกุม,ลักพาเรียกค่าไถ่,0,0,0,0,0,0,0,0,0,0,
ภาคเหนือ,พิจิตร,จับกุม,วางเพลิง,0,0,0,1,1,1,1,0,1,1,
ภาคเหนือ,เพชรบูรณ์,รับแจ้ง,รวม,94,72,65,59,47,53,45,38,36,26,
ภาคเหนือ,เพชรบูรณ์,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,72,55,52,46,41,40,37,26,25,17,
ภาคเหนือ,เพชรบูรณ์,รับแจ้ง,ปล้นทรัพย์,3,4,1,2,1,2,1,4,2,0,
ภาคเหนือ,เพชรบูรณ์,รับแจ้ง,ชิงทรัพย์ (รวม),14,9,9,7,2,7,4,3,6,3,
ภาคเหนือ,เพชรบูรณ์,รับแจ้ง,ลักพาเรียกค่าไถ่,0,0,0,0,0,0,0,0,0,0,
ภาคเหนือ,เพชรบูรณ์,รับแจ้ง,วางเพลิง,5,4,3,4,3,4,3,5,3,6,
ภาคเหนือ,เพชรบูรณ์,จับกุม,รวม,57,36,46,44,33,39,39,32,33,26,
ภาคเหนือ,เพชรบูรณ์,จับกุม,ฆ่าผู้อื่นโดยเจตนา,43,27,35,32,27,26,32,23,22,17,
ภาคเหนือ,เพชรบูรณ์,จับกุม,ปล้นทรัพย์,3,1,1,2,1,2,1,4,2,0,
ภาคเหนือ,เพชรบูรณ์,จับกุม,ชิงทรัพย์ (รวม),10,4,8,6,2,7,4,1,6,3,
ภาคเหนือ,เพชรบูรณ์,จับกุม,ลักพาเรียกค่าไถ่,0,0,0,0,0,0,0,0,0,0,
ภาคเหนือ,เพชรบูรณ์,จับกุม,วางเพลิง,1,4,2,4,3,4,2,4,3,6,
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,รับแจ้ง,รวม,100,108,60,89,79,78,66,52,57,64,
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,68,82,50,69,53,48,44,36,29,38,
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,รับแจ้ง,ปล้นทรัพย์,9,6,4,9,4,5,2,4,0,5,
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,รับแจ้ง,ชิงทรัพย์ (รวม),19,18,6,9,13,20,17,12,22,16,
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,รับแจ้ง,ลักพาเรียกค่าไถ่,0,0,0,0,0,0,0,0,0,0,
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,รับแจ้ง,วางเพลิง,4,2,0,2,9,5,3,0,6,5,
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,จับกุม,รวม,71,80,50,74,55,59,54,48,53,62,
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,จับกุม,ฆ่าผู้อื่นโดยเจตนา,43,59,42,57,34,32,37,33,27,36,
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,จับกุม,ปล้นทรัพย์,8,5,4,9,2,4,2,4,0,5,
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,จับกุม,ชิงทรัพย์ (รวม),16,15,4,7,11,18,12,11,21,16,
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,จับกุม,ลักพาเรียกค่าไถ่,0,0,0,0,0,0,0,0,0,0,
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,จับกุม,วางเพลิง,4,1,0,1,8,5,3,0,5,5,
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,รับแจ้ง,รวม,41,58,43,52,29,26,38,23,35,37,
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,35,36,38,44,19,21,20,18,26,24,
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,รับแจ้ง,ปล้นทรัพย์,0,3,1,1,0,0,4,0,0,1,
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,รับแจ้ง,ชิงทรัพย์ (รวม),2,17,3,5,5,2,12,3,4,6,
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,รับแจ้ง,ลักพาเรียกค่าไถ่,0,0,0,0,0,1,0,0,0,0,
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,รับแจ้ง,วางเพลิง,4,2,1,2,5,2,2,2,5,6,
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,จับกุม,รวม,34,48,39,42,21,23,36,21,34,36,
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,จับกุม,ฆ่าผู้อื่นโดยเจตนา,30,30,34,36,12,18,19,16,26,24,
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,จับกุม,ปล้นทรัพย์,0,3,1,1,0,0,4,0,0,1,
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,จับกุม,ชิงทรัพย์ (รวม),1,14,3,3,5,2,11,3,3,5,
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,จับกุม,ลักพาเรียกค่าไถ่,0,0,0,0,0,1,0,0,0,0,
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,จับกุม,วางเพลิง,3,1,1,2,4,2,2,2,5,6,
ภาคตะวันออกเฉียงเหนือ,สุรินทร์,รับแจ้ง,รวม,39,43,47,39,34,35,29,27,25,26,
ภาคตะวันออกเฉียงเหนือ,สุรินทร์,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,27,32,35,30,21,31,21,22,22,14,
ภาคตะวันออกเฉียงเหนือ,สุรินทร์,รับแจ้ง,ปล้นทรัพย์,0,1,3,2,0,1,1,1,1,2,
ภาคตะวันออกเฉียงเหนือ,สุรินทร์,รับแจ้ง,ชิงทรัพย์ (รวม),5,6,4,5,3,2,6,1,1,4,
ภาคตะวันออกเฉียงเหนือ,สุรินทร์,รับแจ้ง,ลักพาเรียกค่าไถ่,0,0,0,0,0,0,0,0,0,0,
ภาคตะวันออกเฉียงเหนือ,สุรินทร์,รับแจ้ง,วางเพลิง,7,4,5,2,10,1,1,3,1,6,
ภาคตะวันออกเฉียงเหนือ,สุรินทร์,จับกุม,รวม,31,33,35,32,25,32,28,25,25,21,
ภาคตะวันออกเฉียงเหนือ,สุรินทร์,จับกุม,ฆ่าผู้อื่นโดยเจตนา,22,23,25,23,18,29,20,21,22,12,
ภาคตะวันออกเฉียงเหนือ,สุรินทร์,จับกุม,ปล้นทรัพย์,0,1,2,2,0,1,1,1,1,1,
ภาคตะวันออกเฉียงเหนือ,สุรินทร์,จับกุม,ชิงทรัพย์ (รวม),4,5,3,5,3,1,6,1,1,3,
ภาคตะวันออกเฉียงเหนือ,สุรินทร์,จับกุม,ลักพาเรียกค่าไถ่,0,0,0,0,0,0,0,0,0,0,
ภาคตะวันออกเฉียงเหนือ,สุรินทร์,จับกุม,วางเพลิง,5,4,5,2,4,1,1,2,1,5,
ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,รับแจ้ง,รวม,47,48,29,43,28,48,37,29,33,35,
ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,33,35,26,27,23,43,22,20,28,17,
ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,รับแจ้ง,ปล้นทรัพย์,1,2,0,1,0,0,4,0,0,0,
ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,รับแจ้ง,ชิงทรัพย์ (รวม),7,9,3,11,2,3,9,4,2,8,
ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,รับแจ้ง,ลักพาเรียกค่าไถ่,0,0,0,1,0,0,0,1,0,0,
ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,รับแจ้ง,วางเพลิง,6,2,0,3,3,2,2,4,3,10,
ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,จับกุม,รวม,33,36,23,39,24,43,33,23,30,31,
ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,จับกุม,ฆ่าผู้อื่นโดยเจตนา,23,27,20,24,21,38,18,18,26,17,
ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,จับกุม,ปล้นทรัพย์,0,1,0,1,0,0,4,0,0,0,
ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,จับกุม,ชิงทรัพย์ (รวม),5,6,3,11,2,3,9,1,1,6,
ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,จับกุม,ลักพาเรียกค่าไถ่,0,0,0,0,0,0,0,1,0,0,
ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,จับกุม,วางเพลิง,5,2,0,3,1,2,2,3,3,8,
ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,รับแจ้ง,รวม,82,60,59,38,47,43,67,46,43,39,
ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,47,46,43,28,28,28,43,31,31,17,
ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,รับแจ้ง,ปล้นทรัพย์,8,1,4,2,5,2,1,3,0,1,
ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,รับแจ้ง,ชิงทรัพย์ (รวม),22,11,6,5,6,8,21,8,8,10,
ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,รับแจ้ง,ลักพาเรียกค่าไถ่,0,0,0,0,0,0,0,0,0,0,
ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,รับแจ้ง,วางเพลิง,5,2,6,3,8,5,2,4,4,11,
ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,จับกุม,รวม,58,39,35,28,29,23,57,40,38,36,
ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,จับกุม,ฆ่าผู้อื่นโดยเจตนา,32,31,22,19,15,15,37,27,29,15,
ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,จับกุม,ปล้นทรัพย์,6,1,4,2,5,1,1,3,0,1,
ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,จับกุม,ชิงทรัพย์ (รวม),16,5,5,4,4,5,18,7,6,10,
ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,จับกุม,ลักพาเรียกค่าไถ่,0,0,0,0,0,0,0,0,0,0,
ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,จับกุม,วางเพลิง,4,2,4,3,5,2,1,3,3,10,
ภาคตะวันออกเฉียงเหนือ,ยโสธร,รับแจ้ง,รวม,10,9,10,18,12,8,16,11,12,14,
ภาคตะวันออกเฉียงเหนือ,ยโสธร,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,7,6,5,14,9,6,7,7,9,8,
ภาคตะวันออกเฉียงเหนือ,ยโสธร,รับแจ้ง,ปล้นทรัพย์,1,2,1,1,0,0,1,0,0,0,
ภาคตะวันออกเฉียงเหนือ,ยโสธร,รับแจ้ง,ชิงทรัพย์ (รวม),1,0,3,3,1,2,5,2,2,1,
ภาคตะวันออกเฉียงเหนือ,ยโสธร,รับแจ้ง,ลักพาเรียกค่าไถ่,0,0,0,0,0,0,0,0,0,0,
ภาคตะวันออกเฉียงเหนือ,ยโสธร,รับแจ้ง,วางเพลิง,1,1,1,0,2,0,3,2,1,5,
ภาคตะวันออกเฉียงเหนือ,ยโสธร,จับกุม,รวม,6,7,9,15,9,8,13,9,11,14,
ภาคตะวันออกเฉียงเหนือ,ยโสธร,จับกุม,ฆ่าผู้อื่นโดยเจตนา,4,4,4,12,6,6,7,6,8,8,
ภาคตะวันออกเฉียงเหนือ,ยโสธร,จับกุม,ปล้นทรัพย์,1,2,1,1,0,0,1,0,0,0,
ภาคตะวันออกเฉียงเหนือ,ยโสธร,จับกุม,ชิงทรัพย์ (รวม),1,0,3,2,1,2,2,1,2,1,
ภาคตะวันออกเฉียงเหนือ,ยโสธร,จับกุม,ลักพาเรียกค่าไถ่,0,0,0,0,0,0,0,0,0,0,
ภาคตะวันออกเฉียงเหนือ,ยโสธร,จับกุม,วางเพลิง,0,1,1,0,2,0,3,2,1,5,
ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,รับแจ้ง,รวม,41,39,35,29,27,29,33,27,29,43,
ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,33,29,30,21,24,23,25,24,23,21,
ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,รับแจ้ง,ปล้นทรัพย์,1,1,0,0,0,1,0,1,0,0,
ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,รับแจ้ง,ชิงทรัพย์ (รวม),4,6,1,5,2,4,7,1,1,9,
ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,รับแจ้ง,ลักพาเรียกค่าไถ่,0,0,0,0,0,0,0,0,0,0,
ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,รับแจ้ง,วางเพลิง,3,3,4,3,1,1,1,1,5,13,
ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,จับกุม,รวม,31,30,27,28,21,27,29,23,28,42,
ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,จับกุม,ฆ่าผู้อื่นโดยเจตนา,25,23,22,20,18,22,23,21,22,20,
ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,จับกุม,ปล้นทรัพย์,1,0,0,0,0,0,0,1,0,0,
ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,จับกุม,ชิงทรัพย์ (รวม),2,4,1,5,2,4,6,0,1,9,
ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,จับกุม,ลักพาเรียกค่าไถ่,0,0,0,0,0,0,0,0,0,0,
ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,จับกุม,วางเพลิง,3,3,4,3,1,1,0,1,5,13,
ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,รับแจ้ง,รวม,17,10,8,10,18,5,9,4,1,12,
ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,11,6,5,9,6,3,4,3,0,8,
ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,รับแจ้ง,ปล้นทรัพย์,0,0,0,0,1,0,2,0,1,0,
ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,รับแจ้ง,ชิงทรัพย์ (รวม),1,4,1,1,6,0,3,1,0,1,
ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,รับแจ้ง,ลักพาเรียกค่าไถ่,0,0,0,0,1,0,0,0,0,0,
ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,รับแจ้ง,วางเพลิง,5,0,2,0,4,2,0,0,0,3,
ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,จับกุม,รวม,12,6,7,8,15,5,8,4,1,12,
ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,จับกุม,ฆ่าผู้อื่นโดยเจตนา,6,3,4,7,6,3,4,3,0,8,
ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,จับกุม,ปล้นทรัพย์,0,0,0,0,1,0,2,0,1,0,
ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,จับกุม,ชิงทรัพย์ (รวม),1,3,1,1,5,0,2,1,0,1,
ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,จับกุม,ลักพาเรียกค่าไถ่,0,0,0,0,0,0,0,0,0,0,
ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,จับกุม,วางเพลิง,5,0,2,0,3,2,0,0,0,3,
ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,รับแจ้ง,รวม,,,,,17,20,21,8,18,15,
ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,,,,,12,13,16,6,10,12,
ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,รับแจ้ง,ปล้นทรัพย์,,,,,0,1,0,1,0,1,
ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,รับแจ้ง,ชิงทรัพย์ (รวม),,,,,1,4,2,0,4,1,
ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,รับแจ้ง,ลักพาเรียกค่าไถ่,,,,,0,0,0,0,0,0,
ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,รับแจ้ง,วางเพลิง,,,,,4,2,3,1,4,1,
ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,จับกุม,รวม,,,,,12,12,11,4,13,13,
ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,จับกุม,ฆ่าผู้อื่นโดยเจตนา,,,,,9,8,8,3,9,10,
ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,จับกุม,ปล้นทรัพย์,,,,,0,0,0,0,0,1,
ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,จับกุม,ชิงทรัพย์ (รวม),,,,,0,2,0,0,1,1,
ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,จับกุม,ลักพาเรียกค่าไถ่,,,,,0,0,0,0,0,0,
ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,จับกุม,วางเพลิง,,,,,3,2,3,1,3,1,
ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,รับแจ้ง,รวม,21,17,18,11,9,10,19,17,15,11,
ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,14,13,15,6,6,9,14,10,12,9,
ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,รับแจ้ง,ปล้นทรัพย์,2,0,0,2,0,0,1,2,0,0,
ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,รับแจ้ง,ชิงทรัพย์ (รวม),0,2,0,2,1,1,2,3,1,1,
ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,รับแจ้ง,ลักพาเรียกค่าไถ่,0,0,0,0,0,0,0,0,0,0,
ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,รับแจ้ง,วางเพลิง,5,2,3,1,2,0,2,2,2,1,
ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,จับกุม,รวม,14,12,15,9,5,9,17,15,13,11,
ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,จับกุม,ฆ่าผู้อื่นโดยเจตนา,8,9,12,4,4,8,14,10,11,9,
ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,จับกุม,ปล้นทรัพย์,2,0,0,2,0,0,1,2,0,0,
ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,จับกุม,ชิงทรัพย์ (รวม),0,2,0,2,0,1,1,2,1,1,
ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,จับกุม,ลักพาเรียกค่าไถ่,0,0,0,0,0,0,0,0,0,0,
ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,จับกุม,วางเพลิง,4,1,3,1,1,0,1,1,1,1,
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,รับแจ้ง,รวม,82,70,71,64,68,68,63,65,73,56,
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,37,45,47,33,35,44,32,30,39,30,
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,รับแจ้ง,ปล้นทรัพย์,13,4,6,4,6,3,5,4,0,1,
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,รับแจ้ง,ชิงทรัพย์ (รวม),23,17,14,19,14,15,22,24,27,18,
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,รับแจ้ง,ลักพาเรียกค่าไถ่,0,0,0,0,0,1,0,0,0,1,
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,รับแจ้ง,วางเพลิง,9,4,4,8,13,5,4,7,7,6,
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,จับกุม,รวม,63,50,53,47,45,40,49,52,58,47,
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,จับกุม,ฆ่าผู้อื่นโดยเจตนา,25,32,32,25,23,26,26,25,35,25,
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,จับกุม,ปล้นทรัพย์,12,4,5,4,3,3,5,4,0,0,
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,จับกุม,ชิงทรัพย์ (รวม),18,11,12,13,10,8,15,17,17,15,
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,จับกุม,ลักพาเรียกค่าไถ่,0,0,0,0,0,1,0,0,0,1,
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,จับกุม,วางเพลิง,8,3,4,5,9,2,3,6,6,6,
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,รับแจ้ง,รวม,64,48,71,73,64,44,54,55,49,39,
