ภาค,จังหวัด,ระดับการศึกษา,สายการศึกษา,รวม
ภาคเหนือ,สุโขทัย,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,230.505
ภาคเหนือ,พิษณุโลก,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,738603.5
ภาคเหนือ,พิษณุโลก,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,20819.695
ภาคเหนือ,พิษณุโลก,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,203162.4825
ภาคเหนือ,พิษณุโลก,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,109301.765
ภาคเหนือ,พิษณุโลก,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,138015.1025
ภาคเหนือ,พิษณุโลก,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,100451.775
ภาคเหนือ,พิษณุโลก,ระดับมัธยมศึกษาตอนปลาย,สายอาชีวศึกษา,26678.45
ภาคเหนือ,พิษณุโลก,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,305.635
ภาคเหนือ,พิษณุโลก,ระดับอุดมศึกษา,สายวิชาการ,89962.275
ภาคเหนือ,พิษณุโลก,ระดับอุดมศึกษา,สายวิชาชีพ,35903.3
ภาคเหนือ,พิษณุโลก,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,13806.6375
ภาคเหนือ,พิษณุโลก,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,0
ภาคเหนือ,พิษณุโลก,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,196.3925
ภาคเหนือ,พิจิตร,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,445465.5
ภาคเหนือ,พิจิตร,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,19196.245
ภาคเหนือ,พิจิตร,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,144513.905
ภาคเหนือ,พิจิตร,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,78780.28
ภาคเหนือ,พิจิตร,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,72283.3025
ภาคเหนือ,พิจิตร,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,50545.3525
ภาคเหนือ,พิจิตร,ระดับมัธยมศึกษาตอนปลาย,สายอาชีวศึกษา,14367.15
ภาคเหนือ,พิจิตร,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,302.4175
ภาคเหนือ,พิจิตร,ระดับอุดมศึกษา,สายวิชาการ,39310.435
ภาคเหนือ,พิจิตร,ระดับอุดมศึกษา,สายวิชาชีพ,16705.3075
ภาคเหนือ,พิจิตร,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,9327.9925
ภาคเหนือ,พิจิตร,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,27.295
ภาคเหนือ,พิจิตร,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,105.815
ภาคเหนือ,เพชรบูรณ์,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,738867.75
ภาคเหนือ,เพชรบูรณ์,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,33584.5525
ภาคเหนือ,เพชรบูรณ์,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,235124.8575
ภาคเหนือ,เพชรบูรณ์,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,136518.815
ภาคเหนือ,เพชรบูรณ์,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,118116.6425
ภาคเหนือ,เพชรบูรณ์,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,85566.97
ภาคเหนือ,เพชรบูรณ์,ระดับมัธยมศึกษาตอนปลาย,สายอาชีวศึกษา,16261.735
ภาคเหนือ,เพชรบูรณ์,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,0
ภาคเหนือ,เพชรบูรณ์,ระดับอุดมศึกษา,สายวิชาการ,79550.2025
ภาคเหนือ,เพชรบูรณ์,ระดับอุดมศึกษา,สายวิชาชีพ,19425.75
ภาคเหนือ,เพชรบูรณ์,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,14550.59
ภาคเหนือ,เพชรบูรณ์,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,27.74
ภาคเหนือ,เพชรบูรณ์,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,139.8925
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,2057246.25
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,54478.675
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,568980.52
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,389194.52
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,408225.975
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,318251.225
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,ระดับมัธยมศึกษาตอนปลาย,สายอาชีวศึกษา,61857.15
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,361.78
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,ระดับอุดมศึกษา,สายวิชาการ,151148.43
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,ระดับอุดมศึกษา,สายวิชาชีพ,73084.135
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,30552.69
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,0
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,1111.1475
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,978905
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,31907.5
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,320141.9
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,208644.6325
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,170307.335
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,126200.6625
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,ระดับมัธยมศึกษาตอนปลาย,สายอาชีวศึกษา,20614.8225
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,281.9875
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,ระดับอุดมศึกษา,สายวิชาการ,58033.8575
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,ระดับอุดมศึกษา,สายวิชาชีพ,20851.005
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,21921.2975
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,0
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,0
ภาคตะวันออกเฉียงเหนือ,สุรินทร์,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,868545.75
ภาคตะวันออกเฉียงเหนือ,สุรินทร์,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,29443.5
ภาคตะวันออกเฉียงเหนือ,สุรินทร์,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,297303.4825
ภาคตะวันออกเฉียงเหนือ,สุรินทร์,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,185564.235
ภาคตะวันออกเฉียงเหนือ,สุรินทร์,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,141451.3125
ภาคตะวันออกเฉียงเหนือ,สุรินทร์,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,104965.5575
ภาคตะวันออกเฉียงเหนือ,สุรินทร์,ระดับมัธยมศึกษาตอนปลาย,สายอาชีวศึกษา,18664.5175
ภาคตะวันออกเฉียงเหนือ,สุรินทร์,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,0
ภาคตะวันออกเฉียงเหนือ,สุรินทร์,ระดับอุดมศึกษา,สายวิชาการ,49390.955
ภาคตะวันออกเฉียงเหนือ,สุรินทร์,ระดับอุดมศึกษา,สายวิชาชีพ,20629.3625
ภาคตะวันออกเฉียงเหนือ,สุรินทร์,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,21108.3275
ภาคตะวันออกเฉียงเหนือ,สุรินทร์,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,0
ภาคตะวันออกเฉียงเหนือ,สุรินทร์,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,24.505
ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,811152.75
ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,10483.2025
ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,269188.1325
ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,216225.5525
ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,137932.5925
ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,97370.9325
ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,ระดับมัธยมศึกษาตอนปลาย,สายอาชีวศึกษา,11591.7175
ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,19.8875
ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,ระดับอุดมศึกษา,สายวิชาการ,31771.4225
ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,ระดับอุดมศึกษา,สายวิชาชีพ,14261.895
ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,22307.4125
ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,0
ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,0
ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,1361779.498
ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,14672.5475
ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,396282.645
ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,314481.12
ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,280530.095
ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,184713.2225
ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,ระดับมัธยมศึกษาตอนปลาย,สายอาชีวศึกษา,31468.07
ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,51.4125
ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,ระดับอุดมศึกษา,สายวิชาการ,75964.06
ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,ระดับอุดมศึกษา,สายวิชาชีพ,37042.065
ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,26473.94
ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,0
ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,100.325
ภาคตะวันออกเฉียงเหนือ,ยโสธร,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,387432.2475
ภาคตะวันออกเฉียงเหนือ,ยโสธร,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,3449.2525
ภาคตะวันออกเฉียงเหนือ,ยโสธร,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,130275.3675
ภาคตะวันออกเฉียงเหนือ,ยโสธร,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,105010.46
ภาคตะวันออกเฉียงเหนือ,ยโสธร,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,64019.13
ภาคตะวันออกเฉียงเหนือ,ยโสธร,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,35684.205
ภาคตะวันออกเฉียงเหนือ,ยโสธร,ระดับมัธยมศึกษาตอนปลาย,สายอาชีวศึกษา,9352.4075
ภาคตะวันออกเฉียงเหนือ,ยโสธร,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,0
ภาคตะวันออกเฉียงเหนือ,ยโสธร,ระดับอุดมศึกษา,สายวิชาการ,19734.15
ภาคตะวันออกเฉียงเหนือ,ยโสธร,ระดับอุดมศึกษา,สายวิชาชีพ,11826.9825
ภาคตะวันออกเฉียงเหนือ,ยโสธร,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,8080.2875
ภาคตะวันออกเฉียงเหนือ,ยโสธร,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,0
ภาคตะวันออกเฉียงเหนือ,ยโสธร,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,0
ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,780262.75
ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,10444.77
ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,268671.01
ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,190430.675
ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,123464.6475
ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,89512.645
ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,ระดับมัธยมศึกษาตอนปลาย,สายอาชีวศึกษา,16760.935
ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,0
ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,ระดับอุดมศึกษา,สายวิชาการ,46358.3625
ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,ระดับอุดมศึกษา,สายวิชาชีพ,20665.9225
ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,13829.6125
ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,0
ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,124.1675
ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,219529.25
ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,1665.3225
ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,68743.01
ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,54924.6525
ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,36451.235
ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,28504.775
ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,ระดับมัธยมศึกษาตอนปลาย,สายอาชีวศึกษา,4792.715
ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,15.2175
ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,ระดับอุดมศึกษา,สายวิชาการ,14118.1825
ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,ระดับอุดมศึกษา,สายวิชาชีพ,6226.2425
ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,4001.9125
ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,22.62
ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,63.3675
ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,269299.5
ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,4025.77
ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,85523.95
ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,69491.265
ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,51684.85
ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,33689.2675
ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,ระดับมัธยมศึกษาตอนปลาย,สายอาชีวศึกษา,2098.59
ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,61.9425
ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,ระดับอุดมศึกษา,สายวิชาการ,11140.38
ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,ระดับอุดมศึกษา,สายวิชาชีพ,6745.5225
ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,4386.4725
ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,0
ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,451.4875
ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,368508.25
ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,4024.16
ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,117530.5875
ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,93364.82
ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,64169.29
ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,39220.62
ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,ระดับมัธยมศึกษาตอนปลาย,สายอาชีวศึกษา,6488.2075
ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,0
ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,ระดับอุดมศึกษา,สายวิชาการ,21364.4025
ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,ระดับอุดมศึกษา,สายวิชาชีพ,13169.0975
ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,8374.3275
ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,61.3075
ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,741.435
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,1458570.253
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,5195.3725
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,330082.505
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,321401.265
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,297377.9225
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,234632.7375
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,ระดับมัธยมศึกษาตอนปลาย,สายอาชีวศึกษา,41947.1025
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,0
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,ระดับอุดมศึกษา,สายวิชาการ,113232.43
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,ระดับอุดมศึกษา,สายวิชาชีพ,79172.03
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,35528.8825
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,0
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,0
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,1007575.5
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,9276.2075
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,281438.205
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,236272.91
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,198041.805
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,124086.4225
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,ระดับมัธยมศึกษาตอนปลาย,สายอาชีวศึกษา,31551.2875
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,1168.485
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,ระดับอุดมศึกษา,สายวิชาการ,64969.285
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,ระดับอุดมศึกษา,สายวิชาชีพ,41162.1375
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,18919.995
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,0
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,688.765
ภาคตะวันออกเฉียงเหนือ,เลย,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,446109.25
ภาคตะวันออกเฉียงเหนือ,เลย,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,9158.8125
ภาคตะวันออกเฉียงเหนือ,เลย,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,126407.4175
ภาคตะวันออกเฉียงเหนือ,เลย,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,114393.0875
ภาคตะวันออกเฉียงเหนือ,เลย,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,82177.1725
ภาคตะวันออกเฉียงเหนือ,เลย,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,57028.5175
